starting_node,initial_state,steps,tol,time,optimal_cost,forest_cost,best_sol_prob
0,all,2,0.001,34.520992040634155,4.931493380170473,4.931493380170473,10000
1,all,2,0.001,41.14362406730652,7.812356245296547,7.812356245296547,10000
1,all,2,0.001,43.57999396324158,7.968133206146381,7.968133206146381,10000
1,all,2,0.001,53.44975996017456,9.479990505133118,9.479990505133118,10000
2,all,2,0.001,34.415287017822266,8.00628714900897,8.00628714900897,10000
1,all,2,0.001,32.374099016189575,5.432734809338372,5.432734809338372,10000
1,all,2,0.001,32.40037798881531,8.194613922700874,8.194613922700874,10000
1,all,2,0.001,37.87923312187195,9.689031214282057,9.689031214282057,10000
1,all,2,0.001,29.93105912208557,6.282557760160547,6.282557760160547,10000
1,all,2,0.001,28.365671157836914,8.716120588434505,8.716120588434505,9999
1,all,2,0.001,43.23258709907532,5.044029755218432,5.044029755218432,10000
0,all,2,0.001,26.247138023376465,8.996411932595269,8.996411932595269,10000
0,all,2,0.001,31.52813172340393,7.522313864959599,7.522313864959599,10000
2,all,2,0.001,48.55566620826721,9.559781537209638,9.559781537209638,10000
1,all,2,0.001,41.82907795906067,10.126179189088404,10.126179189088404,10000
1,all,2,0.001,32.49034810066223,13.20212277945592,13.20212277945592,10000
2,all,2,0.001,32.17734909057617,7.756381761780792,7.756381761780792,10000
2,all,2,0.001,27.45558190345764,9.405347681604319,9.405347681604319,10000
0,all,2,0.001,30.843252897262573,10.145393521228089,10.145393521228089,10000
2,all,2,0.001,33.705880880355835,12.41204224807367,12.41204224807367,10000
0,all,2,0.001,32.008962869644165,9.399385152159912,9.399385152159912,10000
2,all,2,0.001,32.10043215751648,6.039096316428753,6.039096316428753,10000
1,all,2,0.001,37.324801206588745,14.158037818363159,14.158037818363159,10000
2,all,2,0.001,35.0046968460083,10.291469369007459,10.291469369007459,10000
0,all,2,0.001,30.02550983428955,10.703544012770292,10.703544012770292,10000
1,all,2,0.001,29.197253942489624,11.353614756733494,11.353614756733494,10000
1,all,2,0.001,47.139379024505615,11.334444937906458,11.334444937906458,10000
1,all,2,0.001,40.0639169216156,10.062201483224941,10.062201483224941,10000
2,all,2,0.001,36.24021768569946,11.221988569445136,11.221988569445136,10000
0,all,2,0.001,36.665210008621216,2.958964457570734,2.958964457570734,10000
1,all,2,0.001,39.290852785110474,4.80061984529172,4.80061984529172,10000
0,all,2,0.001,31.364897966384888,11.612601632369426,11.612601632369426,10000
1,all,2,0.001,47.27625608444214,7.979446829962438,7.979446829962438,10000
1,all,2,0.001,54.88328695297241,9.319287859162994,9.319287859162994,10000
1,all,2,0.001,37.53714609146118,6.358459870642257,6.358459870642257,10000
0,all,2,0.001,30.139853954315186,6.318220973175483,6.318220973175483,10000
0,all,2,0.001,41.89198684692383,11.63257613645614,11.63257613645614,10000
0,all,2,0.001,27.78970193862915,7.743133274250008,7.743133274250008,10000
1,all,2,0.001,65.96779537200928,7.437763091978532,7.437763091978532,10000
0,all,2,0.001,31.92896008491516,11.889846084681333,11.889846084681333,10000
1,all,2,0.001,27.501463890075684,7.082715535126008,7.082715535126008,10000
1,all,2,0.001,32.21983098983765,9.828740396577361,9.828740396577361,10000
1,all,2,0.001,40.66662907600403,9.271202919601684,9.271202919601684,10000
0,all,2,0.001,43.01714086532593,14.275179513959754,14.275179513959754,10000
0,all,2,0.001,31.49467182159424,2.995018454602243,2.995018454602243,10000
1,all,2,0.001,50.25658392906189,10.961089559565313,10.961089559565313,10000
2,all,2,0.001,44.8994779586792,3.4437597442729913,3.4437597442729913,10000
1,all,2,0.001,34.9751501083374,5.154235936779629,5.154235936779629,10000
0,all,2,0.001,35.358078956604004,10.910057426842894,10.910057426842894,10000
1,all,2,0.001,32.007081270217896,9.795185448355923,9.795185448355923,10000
1,all,2,0.001,34.42362880706787,7.780199086002725,7.780199086002725,10000
2,all,2,0.001,31.386902809143066,4.415203841536247,4.415203841536247,9999
0,all,2,0.001,31.336167097091675,6.99625466973794,6.99625466973794,10000
2,all,2,0.001,33.1273410320282,4.888998556976862,4.888998556976862,10000
2,all,2,0.001,45.04259991645813,13.85881966088959,13.85881966088959,10000
0,all,2,0.001,44.984468936920166,4.1257267644728435,4.1257267644728435,10000
2,all,2,0.001,38.03341794013977,14.022331013417386,14.022331013417386,10000
2,all,2,0.001,41.06566905975342,10.741751969622879,10.741751969622879,10000
1,all,2,0.001,42.91389203071594,9.817361441326927,9.817361441326927,10000
1,all,2,0.001,62.227855920791626,3.5557554224031778,3.5557554224031778,10000
1,all,2,0.001,41.531473875045776,6.386827992880765,6.386827992880765,10000
1,all,2,0.001,47.85154986381531,7.01066689483186,7.01066689483186,10000
0,all,2,0.001,31.146461009979248,9.265613360965736,9.265613360965736,10000
2,all,2,0.001,26.229197025299072,6.732913423445675,6.732913423445675,10000
1,all,2,0.001,39.10497307777405,16.308520296793382,16.308520296793382,10000
0,all,2,0.001,34.44284391403198,6.824471077643242,6.824471077643242,10000
1,all,2,0.001,35.47324180603027,5.428195672403584,5.428195672403584,10000
1,all,2,0.001,36.02778482437134,6.528425892847276,6.528425892847276,10000
2,all,2,0.001,27.787964820861816,11.515100321742768,11.515100321742768,10000
0,all,2,0.001,34.01537203788757,14.217251742689381,14.217251742689381,10000
0,all,2,0.001,36.81168794631958,10.556633974338276,10.556633974338276,10000
1,all,2,0.001,44.666019916534424,12.529609998216888,12.529609998216888,10000
0,all,2,0.001,33.97866201400757,5.397650312093761,5.397650312093761,10000
1,all,2,0.001,38.86273908615112,6.038027399472076,6.038027399472076,10000
2,all,2,0.001,36.08553981781006,9.074795573665295,9.074795573665295,10000
2,all,2,0.001,36.0546760559082,8.21138713245856,8.21138713245856,10000
2,all,2,0.001,61.98681282997131,7.031421341605127,7.031421341605127,10000
1,all,2,0.001,35.14393997192383,11.504821104409377,11.504821104409377,10000
2,all,2,0.001,35.86976718902588,6.460485225567652,6.460485225567652,10000
1,all,2,0.001,40.04150080680847,9.800892444699409,9.800892444699409,10000
0,all,2,0.001,44.7794988155365,7.948136031669229,7.948136031669229,10000
0,all,2,0.001,43.4697790145874,10.567357390764963,10.567357390764963,10000
